name,id,latitude,longitude,elevation
TOLEDO SUBURBAN,720275.0,41.736,-83.655,669.0
TRAVERSE CITY CHERRY CAPITAL,726387.0,44.741,-85.583,617.0
TUSCOLA AREA AP,722007.0,43.459,-83.446,702.0
WEST NEEBISH ISLAND,998203.0,46.285,-84.21,581.0
WESTERN MICHIGAN,725394.0,42.746,-86.097,689.0
WEXFORD COUNTY AP,726384.0,44.283,-85.417,1306.0
WILLOW RUN,725376.0,42.233,-83.533,778.0
ALBERT LEA,726589.0,43.683,-93.367,1260.0
ALEXANDRIA,726557.0,45.868,-95.394,1417.0
APPLETON,726466.0,45.228,-96.007,1020.0
ATKIN,727504.0,46.548,-93.677,1204.0
AUSTIN,727566.0,43.665,-92.933,1234.0
BAUDETTE,727476.0,48.717,-94.6,1083.0
BEMIDJI,727550.0,47.5,-94.933,1391.0
BENSON,727507.0,45.332,-95.651,1040.0
BIGFORK,727468.0,47.783,-93.65,1348.0
BRAINERD LAKES,726555.0,46.405,-94.131,1220.0
BUFFALO,722114.0,45.159,-93.843,968.0
CAMBRIDGE,727503.0,45.559,-93.265,945.0
CANBY,722252.0,44.729,-96.266,1194.0
CHISHOLM-HIBBING,727455.0,47.386,-92.839,1352.0
CLOQUET CARLTON COUNTY AP,726558.0,46.703,-92.504,1280.0
COOK,726549.0,47.822,-92.689,1329.0
CRANE LAKE SCOTTS SPB,727473.0,48.267,-92.487,1119.0
CROOKSTON,727452.0,47.842,-96.621,899.0
DETROIT LAKES,727457.0,46.833,-95.883,1398.0
DODGE CENTER,726596.0,44.018,-92.831,1306.0
DULUTH INTL,727450.0,46.837,-92.183,1434.0
DULUTH SKY HARBOR,727456.0,46.722,-92.043,610.0
ELY,727459.0,47.817,-91.833,1457.0
EVELETH-VIRGINIA,727474.0,47.424,-92.498,1378.0
FAIRMONT,726586.0,43.65,-94.417,1161.0
FARIBAULT,726563.0,44.333,-93.317,1060.0
FERGUS FALLS,726572.0,46.283,-96.15,1184.0
FILLMORE COUNTY AP,720283.0,43.677,-92.18,1276.0
FLAG ISLAND,727467.0,49.318,-94.903,1079.0
FOSSTON,727505.0,47.593,-95.775,1276.0
GLENCOE,727517.0,44.756,-94.081,991.0
GLENWOOD,726547.0,45.644,-95.32,1394.0
GOODRIDGE 12 NNW,726470.0,48.306,-95.874,1152.0
GRAND MARAIS AP,727454.0,47.838,-90.383,1798.0
GRAND MARAIS HARBOR,997259.0,47.748,-90.341,610.0
GRAND RAPIDS,727458.0,47.211,-93.51,1355.0
GRANITE FALLS,722033.0,44.753,-95.556,1047.0
HALLOCK,727478.0,48.753,-96.943,820.0
HUTCHINSON,726569.0,44.859,-94.382,1060.0
INTERNATIONAL FALLS,727470.0,48.561,-93.398,1184.0
JACKSON,726593.0,43.65,-94.986,1447.0
LAKEVILLE AIRLAKE,726562.0,44.628,-93.228,961.0
LITCHFIELD,726583.0,45.147,-94.507,1142.0
LITTLE FALLS,726578.0,45.949,-94.347,1122.0
LONGVILLE,727497.0,46.99,-94.204,1335.0
LUVERNE,722006.0,43.621,-96.216,1430.0
MADISON,727466.0,44.986,-96.178,1083.0
MANKATO,726585.0,44.217,-93.917,1020.0
MAPLE LAKE,722144.0,45.236,-93.986,1027.0
MCGREGOR,720258.0,46.619,-93.31,1227.0
MINNEAPOLIS ANOKA COUNTY AP,726577.0,45.15,-93.217,912.0
MINNEAPOLIS CRYSTAL,726575.0,45.062,-93.351,860.0
MINNEAPOLIS FLYING CLOUD,726579.0,44.832,-93.471,909.0
MINNEAPOLIS-ST PAUL,726580.0,44.883,-93.229,873.0
MONTEVIDEO,726553.0,44.969,-95.71,1033.0
MOORHEAD,722129.0,46.839,-96.663,919.0
MOOSE LAKE CARLTON COUNTY AP,727449.0,46.419,-92.804,1076.0
MORA,727475.0,45.886,-93.272,1014.0
MORRIS,726565.0,45.566,-95.968,1129.0
NEW ULM,726567.0,44.319,-94.502,1010.0
OLIVIA,722168.0,44.779,-95.033,1076.0
ORR,726544.0,48.016,-92.856,1312.0
ORTONVILLE,727515.0,45.306,-96.424,1099.0
OWATONNA DEGNER,726568.0,44.123,-93.261,1145.0
PARK RAPIDS,727453.0,46.901,-95.068,1434.0
PAYNESVILLE,720367.0,45.372,-94.746,1181.0
PEQUOT LAKES,727500.0,46.6,-94.317,1280.0
PINE RIVER,727508.0,46.725,-94.382,1296.0
PIPESTONE,726566.0,43.983,-96.3,1736.0
PRINCETON,726682.0,45.56,-93.608,978.0
REDWOOD FALLS,726556.0,44.548,-95.08,1020.0
ROCHESTER INTL,726440.0,43.904,-92.492,1306.0
ROSEAU,727477.0,48.856,-95.697,1060.0
RUSH CITY,726679.0,45.698,-92.953,922.0
SANDSTONE 6 W,726460.0,46.114,-92.994,1129.0
SILVER BAY,727556.0,47.249,-91.416,1089.0
SLAYTON,720368.0,43.987,-95.783,1624.0
SOUTH ST PAUL,726603.0,44.857,-93.033,820.0
SOUTHWEST MINNESOTA,726559.0,44.45,-95.817,1178.0
ST CLOUD,726550.0,45.543,-94.051,1017.0
ST JAMES,726554.0,43.986,-94.558,1066.0
ST PAUL DOWNTOWN,726584.0,44.932,-93.056,699.0
STANTON,722003.0,44.476,-93.016,919.0
STAPLES,727514.0,46.381,-94.806,1286.0
THIEF RIVER FALLS,727555.0,48.067,-96.183,1115.0
TRACY,722342.0,44.249,-95.607,1339.0
TWO HARBORS HELGESON,727444.0,47.049,-91.745,1079.0
WADENA,726561.0,46.447,-95.212,1371.0
WARROAD,726548.0,48.941,-95.348,1073.0
WASECA,722032.0,44.074,-93.553,1125.0
WASKISH,727486.0,48.154,-94.517,1181.0
WHEATON,727533.0,45.78,-96.545,1024.0
WILLMAR,720386.0,45.117,-95.133,1129.0
WINDOM,727506.0,43.913,-95.109,1411.0
WINONA,726588.0,44.077,-91.708,656.0
WORTHINGTON,726587.0,43.645,-95.58,1572.0
BILOXI BUOY 42007,992120.0,30.09,-88.769,0.0
COLUMBUS AFB,723306.0,33.65,-88.45,220.0
GOLDEN TRIANGLE,723307.0,33.45,-88.583,266.0
GREENVILLE,747680.0,33.483,-90.985,128.0
GREENWOOD-LEFLORE,747580.0,33.496,-90.087,135.0
GULFPORT-BILOXI,747570.0,30.412,-89.081,43.0
HATTIESBURG,747590.0,31.265,-89.253,148.0
HATTIESBURG-LAUREL,722348.0,31.467,-89.333,292.0
HAWKINS FIELD,722354.0,32.337,-90.221,341.0
HOLLY SPRINGS 4 N,747700.0,34.822,-89.435,486.0
JACKSON INTL,722350.0,32.321,-90.078,331.0
KEESLER AFB,747686.0,30.417,-88.917,33.0
MCCOMB PIKE COUNTY AP,722358.0,31.183,-90.471,413.0
MERIDIAN,722340.0,32.335,-88.744,295.0
MERIDIAN NAS,722345.0,32.55,-88.567,272.0
MOSS POINT TRENT LOTT,747688.0,30.464,-88.532,20.0
NATCHEZ-ADAMS COUNTY AP,722357.0,31.617,-91.3,272.0
NEWTON 5 ENE,747710.0,32.338,-89.07,374.0
TUNICA,722364.0,34.681,-90.347,194.0
TUPELO,723320.0,34.262,-88.771,361.0
UNIVERSITY-OXFORD,720541.0,34.383,-89.55,453.0
BRUMLEY FINE,724459.0,38.096,-92.553,869.0
CAPE GIRARDEAU,723290.0,37.225,-89.571,335.0
CHILLICOTHE,724464.0,39.823,-93.579,768.0
CHILLICOTHE 22 ENE,725550.0,39.867,-93.147,833.0
CLINTON,720636.0,38.35,-93.683,823.0
COLUMBIA,724450.0,38.817,-92.218,892.0
FARMINGTON,724454.0,37.761,-90.428,948.0
FT LEONARD WOOD,724457.0,37.74,-92.14,1158.0
JEFFERSON CITY,724458.0,38.591,-92.156,574.0
JOPLIN 24 N,725590.0,37.428,-94.583,951.0
KANSAS CITY INTL,724460.0,39.297,-94.731,1004.0
KANSAS CITY WHEELER,724463.0,39.121,-94.597,741.0
KIRKSVILLE,724455.0,40.097,-92.543,965.0
LEES SUMMIT,720306.0,38.96,-94.371,997.0
MONETT,723490.0,36.91,-94.015,1434.0
POPLAR BLUFF,723300.0,36.773,-90.325,328.0
ROLLA,724420.0,38.132,-91.765,1109.0
ROSECRANS,724490.0,39.774,-94.923,817.0
SALEM 10 W,725600.0,37.634,-91.723,1198.0
SEDALIA,724453.0,38.704,-93.183,899.0
SPICKARD,725400.0,40.25,-93.72,889.0
SPIRIT OF ST LOUIS,724345.0,38.657,-90.656,463.0
SPRINGFIELD-BRANSON,724400.0,37.235,-93.401,1280.0
ST CHARLES COUNTY AP,724347.0,38.929,-90.428,436.0
ST LOUIS LAMBERT,724340.0,38.753,-90.374,531.0
WARRENSBURG SKYHAVEN,722367.0,38.783,-93.8,797.0
WEBB CITY JOPLIN,723495.0,37.152,-94.495,971.0
WEST PLAINS,723484.0,36.878,-91.903,1224.0
WHITEMAN AFB,724467.0,38.717,-93.55,869.0
BAKER,726777.0,46.346,-104.258,2972.0
BILLINGS LOGAN,726770.0,45.807,-108.542,3583.0
BOZEMAN YELLOWSTONE,726797.0,45.788,-111.161,4426.0
BUTTE MOONEY,727740.0,45.965,-112.501,5505.0
CUT BANK,727690.0,48.603,-112.375,3839.0
DAWSON COMMUNITY AP,726676.0,47.133,-104.8,2457.0
DILLON,727700.0,45.258,-112.554,5200.0
DILLON 18 WSW,742270.0,45.158,-113.006,5971.0
GLACIER PARK,727790.0,48.304,-114.264,2956.0
GLASGOW,727680.0,48.207,-106.626,2277.0
GREAT FALLS,727760.0,47.461,-111.385,3711.0
HAVRE,727770.0,48.543,-109.763,2585.0
HELENA,727720.0,46.606,-111.964,3829.0
JORDAN,727684.0,47.326,-106.948,2661.0
LEWISTOWN,726776.0,47.049,-109.458,4144.0
LEWISTOWN 42 WSW,742280.0,46.885,-110.29,5069.0
MALMSTROM AFB,727755.0,47.517,-111.183,3471.0
MILES CITY,742300.0,46.427,-105.883,2625.0
MISSION FIELD,726798.0,45.698,-110.441,4642.0
MISSOULA,727730.0,46.921,-114.093,3192.0
SIDNEY-RICHLAND,727687.0,47.717,-104.183,1982.0
ST MARY 1 SSW,742290.0,48.741,-113.433,4554.0
WOLF POINT 29 ENE,742320.0,48.308,-105.102,2087.0
WOLF POINT 34 NE,742310.0,48.489,-105.21,2644.0
WOLF POINT CLAYTON,727686.0,48.094,-105.574,1985.0
AINSWORTH,725556.0,42.577,-100.001,2585.0
ALBION,723441.0,41.73,-98.054,1798.0
ALLIANCE,725635.0,42.057,-102.802,3930.0
AURORA,725513.0,40.893,-97.997,1798.0
BEATRICE,725515.0,40.301,-96.754,1325.0
BLAIR,720405.0,41.412,-96.109,1299.0
BRENNER FIELD,725533.0,40.08,-95.592,981.0
BREWSTER FIELD,725628.0,40.45,-99.339,2303.0
BROKEN BOW,725555.0,41.433,-99.633,2530.0
CENTRAL NEBRASKA,725520.0,40.961,-98.314,1841.0
CHADRON,725636.0,42.837,-103.098,3294.0
COLUMBUS,725565.0,41.45,-97.345,1447.0
EPPLEY FIELD,725500.0,41.31,-95.899,981.0
FREMONT,725564.0,41.449,-96.52,1204.0
HARRISON 20 SSE,744380.0,42.425,-103.736,4406.0
HASTINGS,725525.0,40.601,-98.426,1962.0
HEBRON,722124.0,40.149,-97.587,1473.0
IMPERIAL,725626.0,40.51,-101.62,3268.0
KEARNEY,725526.0,40.733,-99.0,2129.0
KIMBALL,725665.0,41.189,-103.671,4895.0
LEXINGTON,725624.0,40.789,-99.771,2405.0
LINCOLN,725510.0,40.851,-96.748,1191.0
LINCOLN 11 SW,744410.0,40.695,-96.854,1371.0
LINCOLN 8 ENE,744420.0,40.848,-96.565,1188.0
MCCOOK,725625.0,40.206,-100.591,2530.0
NEBRASKA CITY,725541.0,40.606,-95.864,1152.0
NORFOLK,725560.0,41.986,-97.435,1552.0
NORTH OMAHA,725530.0,41.367,-96.017,1332.0
NORTH PLATTE,725620.0,41.133,-100.7,2782.0
ONEILL,725566.0,42.47,-98.688,2031.0
OFFUTT AFB,725540.0,41.117,-95.9,1053.0
OMAHA MILLARD,720308.0,41.196,-96.112,1050.0
ORD SHARP,725524.0,41.623,-98.948,2064.0
PLATTSMOUTH,722291.0,40.948,-95.917,1204.0
SEARLE FIELD,725621.0,41.119,-101.768,3251.0
SIDNEY,725610.0,41.1,-102.983,4304.0
TEKAMAH,725527.0,41.764,-96.178,1027.0
THEDFORD,722211.0,41.964,-100.569,2913.0
VALENTINE,725670.0,42.857,-100.548,2589.0
WAHOO,720942.0,41.241,-96.594,1224.0
WAYNE,722241.0,42.242,-96.983,1424.0
WESTERN NEBRASKA,725660.0,41.871,-103.593,3944.0
WHITMAN 5 ENE,744360.0,42.068,-101.445,3740.0
YORK,725512.0,40.894,-97.626,1663.0
BAKER 5 W,723880.0,39.012,-114.209,6617.0
BOULDER,720741.0,35.947,-114.861,2201.0
CALIENTE,724870.0,37.612,-114.526,4373.0
CARSON,720549.0,39.192,-119.734,4698.0
CREECH AFB,746141.0,36.583,-115.683,3133.0
DENIO 52 WSW,723850.0,41.848,-119.636,6499.0
DERBY FIELD,725805.0,40.068,-118.569,3901.0
DESERT ROCK,723870.0,36.621,-116.028,3232.0
ELKO,725825.0,40.829,-115.789,5030.0
ELY,724860.0,39.295,-114.847,6263.0
EUREKA,725824.0,39.517,-115.967,6539.0
EUREKA AP,724770.0,39.601,-116.006,5935.0
FALLON NAS,724885.0,39.417,-118.717,3934.0
HENDERSON EXECUTIVE,722096.0,35.976,-115.133,2457.0
LAS VEGAS MCCARRAN,723860.0,36.072,-115.163,2182.0
MERCURY 3 SSW,723920.0,36.624,-116.022,3284.0
NELLIS AFB,746140.0,36.25,-115.033,1870.0
NORTH LAS VEGAS,724846.0,36.212,-115.196,2205.0
RENO-TAHOE,724880.0,39.484,-119.771,4409.0
TONOPAH,724855.0,38.051,-117.09,5394.0
WINNEMUCCA,725830.0,40.902,-117.808,4295.0
BERLIN,726160.0,44.576,-71.179,1158.0
CONCORD,726050.0,43.205,-71.503,344.0
DURHAM 2 N,726090.0,43.172,-70.928,118.0
DURHAM 2 SSW,726100.0,43.109,-70.948,62.0
ISLE OF SHOALS,994270.0,42.967,-70.623,43.0
JAFFREY,726163.0,42.805,-72.004,1040.0
KEENE DILLANT-HOPKINS,726165.0,42.9,-72.267,482.0
LACONIA,726155.0,43.567,-71.433,545.0
LEBANON,726116.0,43.626,-72.305,597.0
MANCHESTER-BOSTON,743945.0,42.93,-71.436,220.0
MT WASHINGTON REGIONAL,726164.0,44.368,-71.545,1073.0
MT WASHINGTON SUMMIT,726130.0,44.27,-71.303,6273.0
NASHUA,743946.0,42.783,-71.517,200.0
PLYMOUTH,742078.0,43.779,-71.754,505.0
PORTSMOUTH PEASE,726055.0,43.083,-70.817,102.0
ROCHESTER SKYHAVEN,726056.0,43.278,-70.922,325.0
AEROFLEX-ANDOVER,724077.0,41.009,-74.736,581.0
ATLANTIC CITY BOARDWALK,997270.0,39.357,-74.418,33.0
ATLANTIC CITY INTL,724070.0,39.452,-74.567,59.0
CAPE MAY,745966.0,39.008,-74.908,23.0
ESSEX COUNTY AP,724094.0,40.876,-74.283,174.0
MCGUIRE AFB,724096.0,40.017,-74.6,131.0
MILLVILLE,724075.0,39.366,-75.078,59.0
MONMOUTH JET CENTER,724084.0,40.183,-74.117,161.0
NACOTE CREEK,998002.0,39.535,-74.464,39.0
NEWARK INTL,725020.0,40.683,-74.169,7.0
SOMERSET,722247.0,40.624,-74.669,105.0
SOUTH JERSEY,724074.0,39.941,-74.841,49.0
SUSSEX,740001.0,41.199,-74.626,410.0
TETERBORO,725025.0,40.85,-74.061,10.0
TRENTON-MERCER,724095.0,40.277,-74.816,190.0
ALAMOGORDO WHITE SANDS,722693.0,32.84,-105.991,4199.0
ALBUQUERQUE INTL,723650.0,35.038,-106.622,5312.0
ANGEL FIRE,720411.0,36.422,-105.29,8379.0
ARTESIA,722676.0,32.853,-104.468,3540.0
CANNON AFB,722686.0,34.383,-103.317,4295.0
CARLSBAD CAVERN CITY,722687.0,32.334,-104.258,3232.0
CLAYTON,723600.0,36.449,-103.154,4961.0
CLINES CORNERS,722677.0,35.003,-105.663,7087.0
CLOVIS,722689.0,34.433,-103.083,4216.0
DEMING,722725.0,32.262,-107.721,4301.0
FOUR CORNERS,723658.0,36.744,-108.229,5495.0
GALLUP,723627.0,35.514,-108.794,6470.0
GRANT COUNTY AP,722721.0,32.633,-108.167,5374.0
GRANTS-MILAN,723625.0,35.165,-107.902,6519.0
HOLLOMAN AFB,747320.0,32.85,-106.1,4157.0
LAS CRUCES,722695.0,32.283,-106.917,4455.0
LAS CRUCES 20 N,746320.0,32.614,-106.741,4327.0
LAS VEGAS,723677.0,35.654,-105.142,6873.0
LOS ALAMOS,723654.0,35.879,-106.269,7172.0
LOS ALAMOS 13 W,746330.0,35.858,-106.521,8717.0
RATON,722678.0,36.741,-104.502,6348.0
ROSWELL,722680.0,33.308,-104.508,3648.0
SANTA FE,723656.0,35.617,-106.089,6345.0
SIERRA BLANCA,722683.0,33.467,-105.533,6811.0
SOCORRO,723620.0,34.022,-106.903,4875.0
SOCORRO 20 N,746340.0,34.356,-106.886,4846.0
TAOS,723663.0,36.45,-105.667,7090.0
TRUTH OR CONSEQUENCES,722710.0,33.237,-107.268,4849.0
TUCUMCARI,723676.0,35.182,-103.603,4065.0
WHITE SANDS,722690.0,32.383,-106.483,4081.0
ADIRONDACK,726228.0,44.385,-74.207,1663.0
ALBANY INTL,725180.0,42.747,-73.799,279.0
AMBROSE LIGHT,994100.0,40.46,-73.83,0.0
BROOKHAVEN CALABRO,725016.0,40.822,-72.869,82.0
BUFFALO HARBOR,997254.0,42.878,-78.89,584.0
BUFFALO NIAGARA,725280.0,42.941,-78.719,715.0
CHAUTAUQUA COUNTY AP,725235.0,42.15,-79.25,1722.0
DANSVILLE,724988.0,42.571,-77.713,686.0
DUNKIRK AP,744989.0,42.493,-79.272,666.0
DUNKIRK LH,994250.0,42.494,-79.354,600.0
ELMIRA CORNING,725156.0,42.159,-76.892,955.0
FARMINGDALE REPUBLIC,744864.0,40.734,-73.417,82.0
GALLOO ISLAND,994320.0,43.889,-76.444,344.0
GLENN FALLS BENNETT,725220.0,43.338,-73.61,322.0
GREATER BINGHAMTON,725150.0,42.207,-75.98,1594.0
GREATER ROCHESTER INTL,725290.0,43.117,-77.677,538.0
GRIFFISS INTL,725196.0,43.234,-75.412,518.0
HUDSON VALLEY,725036.0,41.626,-73.882,167.0
ITHACA 13 E,725270.0,42.44,-76.246,1227.0
ITHACA TOMPKINS,725155.0,42.483,-76.467,1099.0
LONG ISLAND MACARTHUR,725050.0,40.794,-73.102,85.0
MASSENA,726223.0,44.936,-74.846,213.0
MILLBROOK 3 W,743690.0,41.786,-73.742,413.0
MONTAUK,725014.0,41.073,-71.923,7.0
NEW YORK BERGEN POINT,997272.0,40.639,-74.146,33.0
NEW YORK CENTRAL PARK,725053.0,40.779,-73.969,141.0
NEW YORK KENNEDY,744860.0,40.639,-73.764,10.0
NEW YORK KINGS POINT,997280.0,40.811,-73.765,33.0
NEW YORK LA GUARDIA,725030.0,40.779,-73.88,10.0
NEW YORK STEWART,725038.0,41.5,-74.1,492.0
NIAGARA FALLS INTL,725287.0,43.108,-78.938,584.0
NIAGARA INTAKE,998235.0,43.077,-79.014,587.0
ONEIDA COUNTY AP,725197.0,43.145,-75.384,712.0
ORANGE COUNTY AP,725015.0,41.509,-74.265,364.0
OSWEGO COUNTY AP,725146.0,43.35,-76.385,476.0
OSWEGO HARBOR,997264.0,43.464,-76.511,256.0
PENN YAN,725194.0,42.643,-77.056,902.0
PLATTSBURGH,726225.0,44.65,-73.467,233.0
ROBINS REEF,997743.0,40.657,-74.065,236.0
ROCHESTER PIER,998009.0,43.263,-77.598,272.0
SULLIVAN COUNTY AP,725145.0,41.701,-74.795,1404.0
SUPERIOR SHOALS,994580.0,44.465,-75.794,253.0
SYRACUSE HANCOCK,725190.0,43.111,-76.104,413.0
WATERTOWN,726227.0,43.989,-76.026,318.0
WELLSVILLE,725157.0,42.109,-77.992,2123.0
WESTCHESTER COUNTY AP,725037.0,41.062,-73.705,367.0
WESTHAMPTON GABRESKI,744865.0,40.844,-72.632,66.0
WHEELER-SACK AAF,743700.0,44.05,-75.733,689.0
ANSON COUNTY AP,725294.0,35.017,-80.083,299.0
ASHE COUNTY AP,723146.0,36.432,-81.419,3179.0
ASHEBORO,746935.0,35.654,-79.895,673.0
ASHEVILLE,723150.0,35.432,-82.538,2116.0
ASHEVILLE 13 S,746970.0,35.419,-82.557,2103.0
ASHEVILLE 8 SSW,746960.0,35.495,-82.614,2152.0
BEAUFORT,723037.0,34.733,-76.657,7.0
BOGUE USMC,723097.0,34.683,-77.033,20.0
BOONE,722198.0,36.2,-81.65,2986.0
BURLINGTON ALAMANCE,723174.0,36.047,-79.477,617.0
CAPE FEAR REGIONAL,722191.0,33.929,-78.075,26.0
CAPE LOOKOUT,994160.0,34.622,-76.525,16.0
CHAPEL HILL,746939.0,35.933,-79.064,512.0
CHARLOTTE DOUGLAS,723140.0,35.224,-80.955,728.0
CHARLOTTE-MONROE,723194.0,35.017,-80.621,679.0
CHERRY POINT MCAS,723090.0,34.9,-76.883,30.0
COASTAL CAROLINA,723095.0,35.068,-77.048,20.0
COLUMBUS COUNTY AP,720274.0,34.273,-78.715,98.0
CURRITUCK COUNTY REGIONAL,723626.0,36.399,-76.016,16.0
DARE COUNTY REGIONAL,723046.0,35.917,-75.7,13.0
DAVIDSON COUNTY AP,722079.0,35.781,-80.304,732.0
DUCK PIER,998209.0,36.184,-75.746,23.0
DUPLIN COUNTY AP,746929.0,35.0,-77.982,138.0
DURHAM 11 W,756940.0,35.971,-79.093,561.0
ELIZABETH CITY,723070.0,36.261,-76.175,13.0
ELIZABETHTOWN,720279.0,34.602,-78.578,135.0
FAYETTEVILLE,723035.0,34.991,-78.88,187.0
FOOTHILLS,723148.0,35.821,-81.611,1270.0
FRISCO MITCHELL,723139.0,35.233,-75.622,10.0
GASTONIA,723147.0,35.197,-81.156,797.0
GOLDSBORO-WAYNE,746940.0,35.46,-77.965,135.0
HALIFAX NORTHAMPTON,720649.0,36.33,-77.635,144.0
HARNETT REGIONAL,746936.0,35.379,-78.734,197.0
HENDERSON-OXFORD,720288.0,36.361,-78.529,528.0
HICKORY,723010.0,35.742,-81.382,1175.0
JOHNSTON,722131.0,35.541,-78.39,164.0
KILL DEVIL HILLS,720282.0,36.018,-75.671,13.0
LAURINBURG-MAXTON,723109.0,34.792,-79.366,220.0
LINCOLN COUNTY AP,722128.0,35.483,-81.161,876.0
LUMBERTON,723108.0,34.608,-79.059,121.0
MACKALL AAF,723034.0,35.033,-79.5,377.0
MACON COUNTY AP,720259.0,35.223,-83.419,2021.0
MID-CAROLINA,723156.0,35.646,-80.52,774.0
MOORE COUNTY AP,723143.0,35.237,-79.391,463.0
MT AIRY,723177.0,36.46,-80.553,1247.0
NEW RIVER MCAS,723096.0,34.708,-77.44,26.0
NORTHEASTERN,723074.0,36.028,-76.567,20.0
OREGON INLET MARINA,997307.0,35.796,-75.548,33.0
PERSON COUNTY AP,722193.0,36.285,-78.984,610.0
PIEDMONT TRIAD,723170.0,36.097,-79.943,889.0
PITT-GREENVILLE,723065.0,35.633,-77.383,26.0
POPE AFB,723030.0,35.174,-79.009,220.0
RALEIGH EXECUTIVE,722201.0,35.582,-79.101,246.0
RALEIGH-DURHAM,723060.0,35.892,-78.782,417.0
RICHLANDS ELLIS,723069.0,34.833,-77.617,95.0
RICHMOND COUNTY AP,722243.0,34.891,-79.759,358.0
ROCKINGHAM COUNTY SHILOH AP,742077.0,36.437,-79.851,692.0
ROCKY MOUNT WILSON,723068.0,35.855,-77.893,161.0
RUTHERFORD COUNTY AP,723144.0,35.428,-81.935,1079.0
SAMPSON COUNTY AP,722073.0,34.976,-78.364,148.0
SEYMOUR JOHNSON AFB,723066.0,35.344,-77.965,108.0
SHELBY-CLEVELAND COUNTY AP,720277.0,35.256,-81.601,846.0
SIMMONS AAF,746930.0,35.133,-78.933,243.0
SOUTH ROSEMARY,724008.0,36.439,-77.71,256.0
STANLEY COUNTY AP,722148.0,35.417,-80.151,610.0
STATESVILLE,723055.0,35.765,-80.957,965.0
TRI-COUNTY AP,723079.0,36.298,-77.171,69.0
TRIANGLE NORTH EXECUTIVE,722141.0,36.023,-78.33,371.0
WASHINGTON WARREN FIELD,746925.0,35.57,-77.05,39.0
WESTERN CAROLINA,722177.0,35.195,-83.865,1696.0
WILKES COUNTY AP,723165.0,36.223,-81.098,1299.0
WILMINGTON,723020.0,34.268,-77.9,33.0
WINSTON-SALEM REYNOLDS,723193.0,36.134,-80.222,971.0
BISMARCK,727640.0,46.783,-100.757,1650.0
CANDO,720858.0,48.48,-99.236,1476.0
DEVILS LAKE,727573.0,48.117,-98.9,1440.0
DICKINSON ROOSEVELT,727630.0,46.799,-102.797,2579.0
FARGO HECTOR,727530.0,46.925,-96.811,899.0
GARRISON,727677.0,47.646,-101.439,1913.0
GRAND FORKS AFB,727575.0,47.967,-97.4,912.0
GRAND FORKS INTL,727570.0,47.943,-97.184,843.0
HETTINGER,727584.0,46.014,-102.655,2707.0
JAMESTOWN,727535.0,46.926,-98.669,1493.0
JAMESTOWN 38 WSW,727510.0,46.77,-99.478,1919.0
LIDGERWOOD,727534.0,46.1,-97.15,1152.0
MEDORA 7 E,727520.0,46.895,-103.377,2772.0
MINOT AFB,727675.0,48.417,-101.35,1667.0
MINOT INTL,727676.0,48.255,-101.273,1667.0
NORTHGATE 5 ESE,727540.0,48.968,-102.17,1841.0
WAHPETON,722004.0,46.244,-96.607,968.0
WILLISTON SLOULIN FIELD,727670.0,48.174,-103.637,1903.0
AKRON FULTON,724303.0,41.038,-81.464,1043.0
AKRON-CANTON,725210.0,40.918,-81.444,1214.0
ALBANY,720397.0,39.211,-82.231,764.0
ALLEN COUNTY AP,724298.0,40.708,-84.027,974.0
BECKLEY,724295.0,39.84,-83.84,1050.0
BUTLER COUNTY REGIONAL,725217.0,39.364,-84.525,633.0
CINCINNATI LUNKEN,724297.0,39.103,-84.419,489.0
CLEVELAND BURKE LAKEFRONT,725245.0,41.518,-81.684,584.0
CLEVELAND HARBOR,997692.0,41.542,-81.637,689.0
CLEVELAND HOPKINS,725240.0,41.406,-81.852,781.0
CLEVER FIELD,725224.0,40.472,-81.424,896.0
COLUMBUS GLENN,724280.0,39.991,-82.877,817.0
COLUMBUS RICKENBACKER,724285.0,39.817,-82.933,745.0
COSHOCTON 8 NNE,745710.0,40.367,-81.783,1119.0
DARKE COUNTY AP,720713.0,40.204,-84.532,1007.0
DAYTON INTL,724290.0,39.906,-84.219,1004.0
DAYTON WRIGHT BROTHERS,724276.0,39.594,-84.226,961.0
DEFIANCE,725254.0,41.338,-84.429,709.0
FAIRFIELD COUNTY AP,724294.0,39.756,-82.657,869.0
FINDLAY,725366.0,41.014,-83.669,801.0
HURON LIGHT,998001.0,41.401,-82.545,604.0
KNOX COUNTY AP,720414.0,40.333,-82.517,1191.0
LORAIN COUNTY REGIONAL,725214.0,41.346,-82.179,794.0
MANSFIELD LAHM,724200.0,40.82,-82.518,1289.0
MARBLEHEAD,997293.0,41.544,-82.731,623.0
MARION,725208.0,40.616,-83.064,994.0
MIDDLETOWN,722249.0,39.531,-84.395,650.0
NEWARK-HEATH,725229.0,40.023,-82.463,883.0
NORTHEAST OHIO,725256.0,41.778,-80.696,925.0
OHIO STATE UNIVERSITY,724288.0,40.078,-83.078,906.0
PORTAGE COUNTY REGIONAL,725253.0,41.217,-81.25,1198.0
SOUTH BASS ISLAND,994340.0,41.629,-82.841,581.0
TOLEDO CGS,997295.0,41.694,-83.473,604.0
TOLEDO EXECUTIVE,724287.0,41.563,-83.476,623.0
TOLEDO EXPRESS,725360.0,41.587,-83.806,673.0
