name,id,latitude,longitude,elevation
YONGAN,589210.0,25.973,117.361,669.0
YOUYANG,576330.0,28.822,108.767,2717.0
YU XIAN,535930.0,39.836,114.572,2986.0
YU ZHONG,529830.0,35.866,104.143,6152.0
YUANJIANG,569660.0,23.597,101.994,1306.0
YUANLING,576550.0,28.463,110.403,469.0
YUANMOU,567630.0,25.722,101.872,3675.0
YUANPING,536730.0,38.738,112.714,2749.0
YUEYANG,575840.0,29.381,113.088,171.0
YULIN,536460.0,38.269,109.78,3799.0
YUMENZHEN,524360.0,40.27,97.027,5010.0
YUNCHENG,539590.0,35.112,111.067,1237.0
YUSHE,537870.0,37.069,112.983,3419.0
YUSHU,560290.0,33.001,96.964,12198.0
YUTIAN KERIYA,519310.0,36.85,81.65,5098.0
ZADOI,560180.0,32.893,95.295,13346.0
ZAOYANG,572790.0,32.141,112.755,417.0
ZHANG PING,589260.0,25.298,117.414,666.0
ZHANGJIAKOU,544010.0,40.769,114.919,2539.0
ZHANGWU,542360.0,42.384,122.549,276.0
ZHANGYE,526520.0,39.08,100.275,4797.0
ZHANJIANG,596580.0,21.155,110.303,164.0
ZHANYI,567860.0,25.583,103.833,6234.0
ZHAOTONG,565860.0,27.352,103.719,6398.0
ZHIJIANG,577450.0,27.455,109.681,896.0
ZHONGNING,537050.0,37.484,105.684,3914.0
ZHONGXIANG,573780.0,31.198,112.632,358.0
ZHOUSHUIZI,546620.0,38.908,121.66,318.0
ZHUMADIAN,572900.0,32.94,113.914,351.0
CHRISTMAS ISLAND,969950.0,-10.452,105.689,860.0
WEST ISLAND,969960.0,-12.189,96.834,13.0
BARRANQUILLA,800280.0,10.89,-74.781,98.0
BOGOTA,802220.0,4.702,-74.147,8360.0
CALI,802590.0,3.543,-76.382,3163.0
CARTAGENA,800220.0,10.442,-75.513,3.0
LETICIA,803980.0,-4.193,-69.943,276.0
PEREIRA,802100.0,4.813,-75.74,4416.0
RIONEGRO,801120.0,6.165,-75.423,7028.0
SAN ANDRES,800010.0,12.584,-81.711,20.0
HAYAYA,670020.0,-11.534,43.272,92.0
BRAZZAVILLE MAYA MAYA INTL,644500.0,-4.252,15.253,1047.0
POINTE NOIRE,644000.0,-4.816,11.887,56.0
KINSHASA NDJILI INTL,642100.0,-4.386,15.445,1027.0
AITUTAKI,918310.0,-18.833,-159.767,16.0
MANGAIA,918480.0,-21.917,-157.95,135.0
MAUKE,918400.0,-20.137,-157.344,30.0
PENRHYN,918020.0,-9.017,-158.031,3.0
PUKAPUKA,918110.0,-10.915,-165.839,16.0
RAROTONGA,918430.0,-21.201,-159.813,20.0
SAN JOSE SANTAMARIA INTL,787620.0,9.989,-84.218,2943.0
BILOGORA,142560.0,45.884,17.2,863.0
DARUVAR,142580.0,45.591,17.21,509.0
DUBROVNIK CILIPI,144740.0,42.561,18.268,528.0
GOSPIC,143300.0,44.55,15.373,1844.0
GRADISTE,143820.0,45.159,18.704,322.0
OSIJEK CEPIN,142800.0,45.502,18.562,292.0
OSIJEK KLISA,142840.0,45.468,18.806,292.0
PULA,143070.0,44.894,13.922,276.0
PUNTIJARKA,142350.0,45.908,15.968,3241.0
RIJEKA OMISALJ,131160.0,45.217,14.57,279.0
SLAVONSKI BROD,143700.0,45.159,17.995,292.0
SPLIT MARJAN,144450.0,43.508,16.426,420.0
SPLIT RESNIK,144440.0,43.539,16.302,79.0
ZADAR,144310.0,44.108,15.347,289.0
ZAGREB MAKSIMIR,142400.0,45.822,16.034,420.0
ZAGREB PLESO,142410.0,45.729,16.054,358.0
ABEL SANTAMARIA,783465.0,22.492,-79.944,338.0
CAMAGUEY INTL,782550.0,21.42,-77.848,413.0
CAYO COCO,782390.0,22.539,-78.368,33.0
GUANTANAMO BAY NAS,783670.0,19.906,-75.207,56.0
HAVANA CASABLANCA,783250.0,23.144,-82.342,164.0
HAVANA JOSE MARTI,782240.0,22.989,-82.409,210.0
HOLGUIN,782623.0,20.786,-76.315,361.0
JARDINES DEL REY,782561.0,22.461,-78.328,13.0
MATANZAS,782290.0,23.034,-81.435,210.0
PINAR DEL RIO,783150.0,22.417,-83.683,121.0
SANCTI SPIRITUS,783490.0,21.933,-79.45,318.0
SANTIAGO DE CUBA,782640.0,19.97,-75.835,249.0
VILO ACUNA INTL,783334.0,21.616,-81.546,10.0
CURACAO INTL,789880.0,12.189,-68.96,30.0
AKDENIZ,175050.0,35.3,32.967,292.0
AKROTIRI,176010.0,34.59,32.988,75.0
GAZIMAGUSA,175400.0,35.133,33.933,0.0
GECITKALE,175300.0,35.233,33.733,148.0
GIRNE,175100.0,35.35,33.333,33.0
ISKELE,175350.0,35.283,33.883,128.0
LARNACA,176090.0,34.875,33.625,7.0
LEFKE,175010.0,35.112,32.85,423.0
LEFKOSA,175150.0,35.2,33.35,430.0
NICOSIA ERCAN,175210.0,35.15,33.5,390.0
PAFOS INTL,176000.0,34.718,32.486,43.0
YENIERENKOY,175500.0,35.533,34.17,404.0
BRNO-TURANY,117230.0,49.153,16.689,807.0
CASLAV,116240.0,49.941,15.386,787.0
CERVENA,117660.0,49.777,17.542,2470.0
CESKE BUDEJOVICE-ROZNOV,115460.0,48.952,14.47,1322.0
CHEB,114060.0,50.068,12.391,1608.0
CHURANOV,114570.0,49.068,13.615,3681.0
DOKSANY,115090.0,50.459,14.17,525.0
DUKOVANY,116930.0,49.096,16.134,1319.0
HOLESOV,117740.0,49.321,17.57,735.0
HRADEC KRALOVE,116480.0,50.25,15.85,801.0
KARLOVY VARY,114140.0,50.202,12.914,1991.0
KOCELOVICE,114870.0,49.467,13.839,1716.0
KOSETICE,116280.0,49.574,15.081,1745.0
KOSTELNI MYSLOVA,116360.0,49.159,15.439,1877.0
KUCHAROVICE,116980.0,48.881,16.085,1112.0
LIBEREC,116030.0,50.77,15.024,1316.0
LUKA,117100.0,49.652,16.953,1693.0
LYSA HORA,117870.0,49.546,18.447,4354.0
MARIANSKE LAZNE,114180.0,49.991,12.696,2283.0
MILESOVKA,114640.0,50.555,13.931,2766.0
NAMEST NAD OSLAVOU,116920.0,49.171,16.121,1575.0
OSTRAVA MOSNOV,117820.0,49.692,18.113,843.0
PARDUBICE,116520.0,50.016,15.74,755.0
PEC POD SNEZKOU,116430.0,50.692,15.729,2694.0
PLZEN LINE,114480.0,49.675,13.275,1188.0
PLZEN-MIKULKA,114500.0,49.765,13.379,1220.0
PRADED,117350.0,50.083,17.23,4895.0
PRAHA-KARLOV,115190.0,50.069,14.428,833.0
PRAHA-KBELY,115670.0,50.123,14.538,938.0
PRAHA-LIBUS,115200.0,50.008,14.447,991.0
PRAHA-RUZYNE,115180.0,50.1,14.256,1198.0
PREROV,117480.0,49.426,17.405,676.0
PRIBYSLAV,116590.0,49.583,15.762,1759.0
PRIMDA,114230.0,49.669,12.678,2451.0
SERAK,117300.0,50.188,17.108,4354.0
SVRATOUCH,116830.0,49.735,16.034,2428.0
TEMELIN,115380.0,49.198,14.342,1667.0
TUSIMICE,114380.0,50.377,13.328,1070.0
USTI NAD LABEM,115020.0,50.683,14.041,1243.0
USTI NAD ORLICI,116790.0,49.98,16.422,1329.0
ABIDJAN,655780.0,5.261,-3.926,20.0
ADIAKE,655850.0,5.3,-3.3,128.0
BONDOUKOU,655450.0,8.05,-2.783,1214.0
DALOA,655600.0,6.793,-6.473,823.0
DIMBOKRO CITY,655620.0,6.65,-4.7,302.0
GAGNOA,655570.0,6.133,-5.95,689.0
SAN PEDRO,655940.0,4.747,-6.661,26.0
SASSANDRA,655990.0,4.95,-6.083,217.0
TABOU,655920.0,4.417,-7.367,69.0
YAMOUSSOUKRO,655630.0,6.903,-5.366,699.0
AALBORG AP,60300.0,57.096,9.851,10.0
AARHUS,60700.0,56.308,10.626,82.0
AARHUS SYD,60740.0,56.08,10.135,180.0
ABED,61410.0,54.828,11.329,30.0
ANHOLT,60790.0,56.717,11.51,13.0
ASSENS TOROE,61230.0,55.244,9.888,10.0
BILLUND AP,61040.0,55.738,9.168,246.0
BLAAVANDSHUK FYR,60810.0,55.557,8.083,59.0
BORNHOLM AP,61900.0,55.068,14.749,52.0
CHRISTIANSO FYR,61910.0,55.321,15.187,49.0
DROGDEN FYR,61830.0,55.536,12.712,20.0
ESBJERG AP,60800.0,55.528,8.563,98.0
ESBJERG SAEDENSTRAND,60890.0,55.5,8.4,36.0
FORNAES FYR,60710.0,56.443,10.957,26.0
FOULUM,60690.0,56.493,9.571,190.0
FREDERIKSHAVN,60430.0,57.436,10.549,10.0
GEDSER,61490.0,54.569,11.944,16.0
GNIBEN,61690.0,56.008,11.278,39.0
HALD VEST,60490.0,56.561,10.093,292.0
HAMMER ODDE FYR,61930.0,55.298,14.774,30.0
HESSELOE,61650.0,56.196,11.71,59.0
HOLBAEK,61560.0,55.736,11.603,43.0
HVIDE SANDE,60580.0,56.007,8.141,16.0
JAEGERSBORG,61810.0,55.766,12.526,138.0
KEGNAES FYR,61190.0,54.853,9.988,62.0
KOEBENHAVNS AP,61800.0,55.614,12.645,16.0
KOLDING VAMDRUP AP,61080.0,55.438,9.334,144.0
LANGOE,61380.0,54.821,10.994,13.0
LOLLAND FALSTER MARIBO,61430.0,54.699,11.44,16.0
MIDTJYLLANDS AP,60600.0,56.293,9.114,171.0
MOEN FYR,61790.0,54.947,12.54,56.0
NAKKEHOVED FYR,61680.0,56.119,12.343,141.0
NEXOE VEST,61970.0,55.056,15.095,82.0
ODENSE AP,61200.0,55.475,10.331,56.0
OMOE FYR,61510.0,55.159,11.135,10.0
ROEMOE JUVRE,60960.0,55.191,8.56,30.0
ROESNAES FYR,61590.0,55.744,10.869,49.0
ROSKILDE AP,61700.0,55.587,12.136,148.0
SILSTRUP,60190.0,56.93,8.641,135.0
SKAGEN FYR,60410.0,57.737,10.632,16.0
STENHOEJ,60320.0,57.383,10.335,180.0
SYDFYNS TASINGE ISL,61240.0,55.014,10.569,20.0
TESSEBOELLE,61740.0,55.396,12.149,72.0
THYBOROEN,60520.0,56.707,8.215,13.0
TYLSTRUP,60310.0,57.185,9.953,43.0
TYRA OEST,60220.0,55.721,4.802,246.0
TYSTOFTE,61360.0,55.246,11.328,39.0
VAERLOSE,61600.0,55.767,12.343,59.0
VINDEBAEK KYST,61470.0,54.879,12.184,10.0
VOJENS AP,61100.0,55.225,9.263,141.0
CIBAO INTL,784600.0,19.406,-70.605,564.0
LAS AMERICAS INTL,784850.0,18.43,-69.669,59.0
PUERTO PLATA LUPERON,784570.0,19.758,-70.57,16.0
PUNTA CANA INTL,784790.0,18.567,-68.363,46.0
SANTO DOMINGO,784860.0,18.473,-69.871,46.0
GUAYAQUIL,842030.0,-2.157,-79.884,20.0
LATACUNGA,841230.0,-0.907,-78.616,9206.0
MANTA,841170.0,-0.95,-80.683,49.0
QUITO,840710.0,-0.141,-78.488,9229.0
ABU SIMBEL,624190.0,22.376,31.612,617.0
ABURDEES,624580.0,28.91,33.196,26.0
ALEXANDRIA BORG EL ARAB INTL,623601.0,30.918,29.696,177.0
ALEXANDRIA INTL,623180.0,31.184,29.949,-7.0
ASSIUT INTL,623930.0,27.047,31.012,771.0
ASWAN INTL,624140.0,23.964,32.82,663.0
BAHARIA,624200.0,28.333,28.867,427.0
BALTIM,623250.0,31.554,31.084,7.0
CAIRO INTL,623660.0,30.122,31.406,381.0
DABAA,623090.0,31.033,28.445,59.0
DAKHLA,624320.0,25.503,28.972,364.0
EL ARISH INTL,623370.0,31.073,33.836,105.0
EL TOR,624590.0,28.209,33.646,115.0
FARAFRA,624230.0,27.058,27.989,302.0
HURGHADA INTL,624630.0,27.178,33.799,52.0
ISMAILIA,624400.0,30.592,32.247,43.0
KHARGA,624350.0,25.464,30.542,240.0
KOSSEIR,624650.0,26.136,34.258,36.0
LUXOR INTL,624050.0,25.671,32.707,295.0
MERSA MATRUH,623060.0,31.325,27.222,95.0
MINYA,623870.0,28.083,30.733,121.0
NEKHEL,624520.0,29.914,33.74,1322.0
PORT SAID EL GAMIL,623320.0,31.279,32.238,20.0
QENA SOUTH VALLEY UNIVERSITY,624030.0,26.2,32.747,253.0
RAS SEDR,624550.0,29.584,32.718,52.0
SALLUM,623050.0,31.57,25.132,581.0
SHARM EL SHEIKH INTL,624639.0,27.979,34.393,167.0
SIWA,624170.0,29.2,25.483,-49.0
TABA INTL,624560.0,29.588,34.778,2457.0
EL SALVADOR INTL,786660.0,13.441,-89.056,102.0
ILOPANGO,786630.0,13.699,-89.12,2021.0
MALABO,648100.0,3.755,8.709,75.0
JOGEVA,261440.0,58.75,26.415,236.0
JOHVI,260460.0,59.329,27.398,243.0
KIHNU,262260.0,58.099,23.97,13.0
KUNDA,260450.0,59.521,26.542,13.0
KURESSAARE-ROOMASSAARE,262150.0,58.218,22.506,10.0
KUUSIKU,261340.0,58.973,24.734,177.0
LAANE-NIGULA,261240.0,58.951,23.816,82.0
NARVA-JOESUU,260580.0,59.389,28.109,98.0
PAKRI,260290.0,59.389,24.04,79.0
PJARNU-SAUGA,262310.0,58.42,24.47,43.0
RISTNA,261150.0,58.921,22.066,26.0
RUHNU,262270.0,57.783,23.259,10.0
SORVE,262180.0,57.914,22.058,13.0
TALLINN,260380.0,59.398,24.603,112.0
TARTU,262420.0,58.264,26.461,236.0
TILRIKOJA,261450.0,58.865,26.952,112.0
TURI,261350.0,58.809,25.409,203.0
VAIKE-MAARJA,261410.0,59.141,26.231,400.0
VALGA,262470.0,57.79,26.038,217.0
VILJANDI,262330.0,58.378,25.6,289.0
VILSANDI,262140.0,58.383,21.814,23.0
VIRTSU,261280.0,58.573,23.514,13.0
VORU,262490.0,57.846,27.019,276.0
ADDIS ABABA BOLE INTL,634500.0,8.978,38.799,7631.0
MOUNT PLEASANT,888890.0,-51.82,-58.448,243.0
PEBBLE ISLAND,888780.0,-51.317,-59.6,52.0
SEA LION ISLAND,888970.0,-52.426,-59.076,49.0
WEDDELL ISLAND,888830.0,-51.891,-60.912,56.0
AKRABERG FYR,60090.0,61.396,-6.682,335.0
KIRKJA,60120.0,62.319,-6.321,184.0
TORSHAVN,60110.0,62.023,-6.765,200.0
VAGAR AP,60100.0,62.066,-7.285,279.0
LAKEBA,916910.0,-18.233,-178.8,10.0
LAUTOKA,916790.0,-17.6,177.45,0.0
MATUKU,916970.0,-19.133,179.75,16.0
NABOUWALU,916590.0,-17.0,178.7,118.0
NADI,916800.0,-17.755,177.443,59.0
NAUSORI,916830.0,-18.043,178.559,16.0
ONO-I-LAU,916990.0,-20.667,-178.717,92.0
ROTUMA ISLAND,916500.0,-12.5,177.05,85.0
SUVA,916890.0,-18.133,178.433,0.0
UDU POINT,916520.0,-16.133,-179.983,207.0
VANUA BALAVU,916760.0,-17.233,-178.95,171.0
VIWA,916700.0,-17.15,176.9,16.0
VUNISEA,916930.0,-19.05,178.167,108.0
YASAWA-I-RARA,916600.0,-16.7,177.583,164.0
AHTARI MYLLYMAKI,29240.0,62.535,24.217,525.0
ALAJARVI MOKSY,27870.0,63.089,24.261,561.0
ASIKKALA PULKKILANHARJU,27270.0,61.265,25.52,249.0
ENONTEKIO,28075.0,68.363,23.424,1004.0
ENONTEKIO KILPISJARVI,28010.0,69.049,20.791,1585.0
ENONTEKIO NAKKALA,27260.0,68.603,23.576,1227.0
ESPOO TAPIOLA,29851.0,60.178,24.787,26.0
HAAPAVEST MUSTIKKAMAKI,27970.0,64.142,25.423,367.0
HAILUOTO KESKIKYLA,28740.0,65.02,24.727,20.0
HAILUOTO MARJANIEMI,28730.0,65.04,24.561,23.0
HALLI,29450.0,61.855,24.805,476.0
HALSUA KANALA PUROLA,27250.0,63.446,24.444,502.0
HAMEENLINNA KATINEN,27540.0,60.999,24.492,279.0
HAMEENLINNA LAMMI PAPPILA,27670.0,61.054,25.038,410.0
HAMMARLAND MARKET,29930.0,60.301,19.131,49.0
HANKO RUSSARO,29820.0,59.774,22.952,23.0
HANKO TULLINIEMI,27460.0,59.809,22.916,92.0
HANKO TVARMINNE,27500.0,59.844,23.249,10.0
HATTULA LEPAA AWS,27040.0,61.115,24.324,285.0
HEINOLA ASEMANTAUS,27680.0,61.2,26.049,302.0
HELSINKI HARMAJA,27950.0,60.105,24.976,20.0
HELSINKI KAISANIEMI,29780.0,60.175,24.945,13.0
HELSINKI MALMI,29750.0,60.255,25.043,56.0
HELSINKI VANTAA,29740.0,60.327,24.957,177.0
HYVINKAA HYVINKAANKYLA,28290.0,60.596,24.803,289.0
ILOMANTSI MEKRIJARVI,29390.0,62.77,30.975,515.0
INARI KIRAKKAJARVI,28580.0,69.582,28.894,348.0
INARI NELLIM,28350.0,68.849,28.299,404.0
INARI RAJAJOOSEPPI,28180.0,68.478,28.301,837.0
INARI SAARISELKA,27220.0,68.415,27.413,991.0
INARI VAYLA,28270.0,69.072,27.493,407.0
INKOO BAGASKAR,29840.0,59.931,24.014,39.0
ISOSAARI,29880.0,60.1,25.051,23.0
IVALO,28070.0,68.608,27.414,482.0
JOENSUU AP,29290.0,62.66,29.611,397.0
JOKIOINEN,29630.0,60.814,23.497,338.0
JOMALA,29710.0,60.15,19.867,33.0
JOMLABY,27410.0,60.178,19.986,36.0
JOROINEN VARKAUS,27480.0,62.174,27.86,285.0
JOUTSA LEIVONMAKI SAVENAHO,27710.0,61.879,26.095,479.0
JUUKA NIEMELA,27910.0,63.233,29.234,377.0
JUUPAJOKI HYYTIALA,27700.0,61.846,24.287,502.0
JUVA PARTALA,27360.0,61.892,27.885,367.0
JYVASKYLA,29350.0,62.398,25.671,459.0
KAARINA YLTOINEN,28280.0,60.387,22.551,16.0
KAJAANI,28970.0,64.283,27.673,440.0
KALAJOKI ULKOKALLA,29070.0,64.331,23.446,16.0
KANKAANPAA NIINISALO PUOLVOIM,29420.0,61.839,22.463,410.0
KARLEBY-JAKOBSTAD,29030.0,63.718,23.139,82.0
KAUHAJOKI KUJA-KOKKO,27690.0,62.413,22.184,305.0
KAUHAVA,29130.0,63.136,23.053,151.0
KEMI 1 FYR,28630.0,65.385,24.096,62.0
KEMI AJOS,28620.0,65.673,24.515,10.0
KEMI TORNIO,28640.0,65.784,24.579,62.0
KEMIJARVI,28140.0,66.716,27.159,682.0
KEMIONSAARI VANO,27430.0,59.869,22.193,26.0
KILPISJARVI SAANA,27010.0,69.043,20.851,3310.0
KIRKKONUMMI MAKILUOTO,27940.0,59.92,24.349,7.0
KITTILA,27200.0,67.696,24.858,643.0
KITTILA KENTTAROVA,28240.0,67.987,24.243,1148.0
KITTILA POKKA,27170.0,68.17,25.783,892.0
KOKAR BOGSKAR,29790.0,59.504,20.347,52.0
KOKEMAKI TULKKILA,29370.0,61.253,22.346,128.0
KOKKOLA TANKAR,27210.0,63.951,22.844,20.0
KORSNAS BREDSKARET,27800.0,62.935,21.185,10.0
KOTKA HAAPASAARI,29670.0,60.287,27.185,20.0
KOTKA RANKKI,29760.0,60.375,26.959,43.0
KOUVOLA ANJALA,28300.0,60.696,26.811,108.0
KRISTIINANKAUPUNKI FYR,27520.0,62.204,21.17,72.0
KUHMO KALLIOJOKI,27990.0,64.298,30.166,650.0
KUMLINGE ISLAND,29900.0,60.3,20.75,16.0
KUMLINGE KK,27900.0,60.258,20.747,75.0
KUOPIO,29170.0,63.008,27.799,325.0
KUOPIO MAANINKA,27880.0,63.143,27.313,299.0
KUOPIO RITONIEMI,27320.0,62.799,27.905,285.0
KUSTAVI ISOKARI,29640.0,60.722,21.027,13.0
KUUSAMO,28690.0,65.996,29.223,866.0
KUUSAMO KIUTAKONGAS,28110.0,66.37,29.312,541.0
KUUSAMO RUKATUNTURI,28680.0,66.166,29.152,1191.0
KUUSKAJASKARI,29610.0,61.133,21.366,33.0
LAHTI LAUNE,29650.0,60.962,25.631,259.0
LAPPEENRANTA,29580.0,61.044,28.151,348.0
LAPPEENRANTA HIEKKAPAKKA,29190.0,61.198,28.473,253.0
LAPPEENRANTA KONNUNSUO,27330.0,61.039,28.564,151.0
LEMLAND NYHAMN,29800.0,59.959,19.955,33.0
LIEKSA LAMPELA,27960.0,63.321,30.046,322.0
LIPERI TUISKAVANLUOTO,27930.0,62.546,29.668,262.0
LOHJA PORLA,27060.0,60.244,24.049,121.0
LOVIISA ORRENGRUND,29920.0,60.275,26.444,13.0
LUHANKA JUDINSALO,27650.0,61.704,25.505,272.0
MARIEHAMN,29700.0,60.125,19.903,20.0
MASSKAR,29010.0,63.728,22.584,43.0
MIKKELI,29470.0,61.689,27.202,328.0
MOIKIPAA,29210.0,62.888,21.091,43.0
MUONIO ALAMUONIO,28230.0,67.958,23.685,830.0
MUONIO LAUKUKERO,28200.0,68.063,24.033,2500.0
MUONIO SAMMALTUNTURI,28210.0,67.973,24.116,1857.0
MUSTASAARI VALASSAARET,29100.0,63.436,21.064,36.0
NIVALA,29050.0,63.917,24.967,266.0
OULU AP,28750.0,64.926,25.373,46.0
OULU VIHREASAARI,28760.0,65.006,25.393,13.0
PARAINEN FAGERHOLM,29500.0,60.112,21.698,16.0
PARAINEN UTO,29810.0,59.784,21.368,23.0
PARIKKALA KOITSANLAHTI,27340.0,61.445,29.461,246.0
PELKOSENNIEMI PYHATUNTURI,27050.0,67.022,27.218,1601.0
PELLO,28440.0,66.773,23.963,282.0
PIETARSAARI KALLAN,29200.0,63.751,22.523,62.0
PORI,29520.0,61.467,21.788,43.0
PORI TAHKOLUOTO HARBOUR,27510.0,61.63,21.376,16.0
PORVOO EMASALO,29910.0,60.204,25.626,89.0
PORVOO HARABACKA,27590.0,60.392,25.607,79.0
PORVOO KALLBADAGRUND,29870.0,59.985,25.599,75.0
PUDASJARVI,28670.0,65.367,27.017,384.0
PUDASJARVI AP,28660.0,65.414,26.963,394.0
PUUMALA KK URHEILUKENTTA,27180.0,61.523,28.185,322.0
PYHAJARVI OL OJAKYLA,27380.0,63.736,25.706,502.0
RAAHE LAPALUOTO,28720.0,64.666,24.407,7.0
RAASEPORI JUSSARO,27570.0,59.821,23.576,75.0
RANTASALMI RUKKASLUOTO,27720.0,62.063,28.566,262.0
RAUMA KYLMAPIHLAJA,27610.0,61.145,21.303,95.0
RAUTAVAARA YLA-LUOSTA,27890.0,63.378,28.662,545.0
ROVANIEMI AP,28450.0,66.562,25.822,636.0
ROVANIEMI APUKKA,28130.0,66.579,26.011,351.0
ROVANIEMI RAUTATIEASEMA,28470.0,66.498,25.708,269.0
SAARISELKA KAUNISPAA,28170.0,68.434,27.443,1437.0
SALLA KK MYLLYTIE,28490.0,66.834,28.674,728.0
SALLA NARUSKA,27450.0,67.162,29.178,705.0
SALLA VARRIOTUNTURI,28190.0,67.749,29.611,1181.0
SALO KARKKA,27560.0,60.374,23.113,7.0
SALO KIIKALA,27770.0,60.464,23.65,384.0
SAVONLINNA,29480.0,61.946,28.932,312.0
SAVONLINNA PUNKAHARJU,27780.0,61.802,29.315,262.0
SAVUKOSKI KK,28150.0,67.286,28.177,591.0
SEINAJOKI,29245.0,62.692,22.832,302.0
SEINAJOKI PELMAA,28330.0,62.938,22.489,105.0
SIIKAJOKI REVONLAHTI,28030.0,64.684,25.088,164.0
SIILINKARI FYR,29430.0,61.518,23.754,322.0
SODANKYLA,28360.0,67.367,26.629,604.0
SODANKYLA KOKKA,27190.0,67.821,27.746,787.0
SODANKYLA VUOTSO,28160.0,68.084,27.185,817.0
SOTKAMO KUOLANIEMI,27390.0,64.112,28.336,535.0
STROMMINGSBADN,27810.0,62.979,20.74,13.0
SUOMUSSALMI,28790.0,64.9,29.017,735.0
SUOMUSSALMI PESIO,28890.0,64.931,28.747,738.0
TAIVALKOSKI KK URHEILUTIE,28040.0,65.575,28.218,646.0
TAMPERE HARMALA,27630.0,61.466,23.747,282.0
TAMPERE PIRKKALA,29440.0,61.42,23.617,358.0
TOHMAJARVI KEMIE,28320.0,62.235,30.347,295.0
TOHOLAMPI LAITALA,27370.0,63.821,24.163,279.0
TURKU AP,29720.0,60.516,22.279,194.0
TURKU ARTUKAINEN,27730.0,60.454,22.179,30.0
TURKU RAJAKARI,27470.0,60.378,22.096,20.0
UTSJOKI KEVO,28050.0,69.756,27.007,348.0
UTSJOKI NUORGAM,28250.0,70.082,27.896,72.0
UTTI,29660.0,60.891,26.941,338.0
VAASA AP,29110.0,63.059,21.755,26.0
VAASA KLEMETTILA,29570.0,63.099,21.639,30.0
VALTIMO KK,27980.0,63.667,28.829,377.0
VESANTO SONKARI,27100.0,62.922,26.425,394.0
VIEREMA KAARAKKALA,28340.0,63.841,27.221,682.0
VIHTI MAASOJA,27580.0,60.419,24.399,144.0
VIITASAARI,29150.0,63.082,25.859,433.0
VIROLAHTI KOIVUNIEMI,28310.0,60.527,27.673,16.0
VIRRAT AIJANNEVA,27350.0,62.328,23.542,459.0
YLITORNIO MELTOSJARVI,28120.0,66.529,24.65,305.0
YLIVIESKA,27550.0,64.05,24.725,249.0
ABBEVILLE,70050.0,50.136,1.834,236.0
AGEN LA GARENNE AP,75240.0,44.172,0.595,203.0
AJACCIO BONAPARTE AP,77610.0,41.918,8.793,20.0
ALBI LE SEQUESTRE AP,76320.0,43.915,2.116,564.0
ALENCON-VALFRAMBERT AP,71390.0,48.446,0.11,463.0
ALISTRO,77750.0,42.26,9.541,243.0
AMBERIEU-EN-BUGEY AB,74820.0,45.977,5.329,823.0
ANGERS AP,73901.0,47.562,-0.317,194.0
ANGOULEME-COGNAC AP,74200.0,45.728,0.22,436.0
ANNECY MONT BLANC AP,74900.0,45.93,6.105,1522.0
AUBENAS AP,75700.0,44.538,4.367,919.0
AUCH GERS AP,76220.0,43.689,0.601,410.0
AURILLAC-TRONQUIERES AP,75490.0,44.899,2.421,2096.0
AUXERRE PERRIGNY,72660.0,47.825,3.55,502.0
AVIGNON PROVENCE AP,75630.0,43.911,4.903,157.0
AVORD AB,72570.0,47.052,2.642,581.0
BASEL-MULHOUSE-FREIBURG AP,72990.0,47.614,7.51,886.0
BASTIA-PORETTA AP,77900.0,42.541,9.485,26.0
BEAUCOUZE,72300.0,47.479,-0.614,164.0
BELFORT FONTAINE,72950.0,47.633,6.867,1388.0
BELLE ILE-LE TALUT,72070.0,47.294,-3.218,141.0
BERGERAC DORDOGNE PERIGORD AP,75300.0,44.823,0.524,171.0
BESANCON THISE,72880.0,47.249,5.989,1014.0
BEZIERS CAP DAGDE AP,76380.0,43.322,3.353,52.0
BIARRITZ AP,76020.0,43.469,-1.534,246.0
BISCAROSSE PARENTIS,75030.0,44.432,-1.248,128.0
BLOIS LE BREUIL AP,72450.0,47.679,1.213,397.0
BORDEAUX MERIGNAC,75100.0,44.831,-0.691,161.0
BOULOGNE,70020.0,50.733,1.6,243.0
BOURG ST-MAURICE,74970.0,45.613,6.763,2848.0
BOURGES AP,72550.0,47.059,2.36,528.0
BOURGOGNE AP,72800.0,47.268,5.088,725.0
BREST BRETAGNE AP,71100.0,48.444,-4.412,325.0
BRIGNOGAN,71070.0,48.676,-4.331,59.0
BRIVE-LA-GAILLARDE,74380.0,45.147,1.473,381.0
CAEN CARPIQUET,70270.0,49.18,-0.456,256.0
CALVI ST CATHERINE AP,77540.0,42.529,8.791,210.0
CAMBRAI EPINOY,70170.0,50.222,3.154,256.0
CANNES-MANDELIEU AP,76840.0,43.556,6.951,13.0
CAP BEAR,77490.0,42.516,3.133,285.0
CAP CEPET,76610.0,43.079,5.941,440.0
CAP CORSE,77850.0,43.005,9.358,371.0
CAP COURONNE,76530.0,43.332,5.053,89.0
CAP DE LA HEVE,70280.0,49.509,0.071,341.0
CAP FERRAT,76950.0,43.683,7.328,472.0
CAP LEUCATE,76660.0,42.917,3.06,164.0
CAP PERTUSATO,77700.0,41.375,9.178,381.0
CAP POMEGUES,76520.0,43.265,5.29,230.0
CAPE SAGRO,77910.0,42.798,9.489,394.0
CARCASSONNE AP,76350.0,43.215,2.296,433.0
